gs_row,outcome,study_id,title,main_aim_of_study,intervention,intervention_type,intervention_grouping,arm,ad_class,ad_dose_numerical_fixed_amount_range_or_mean_dose,ad_dose_categorised,dose_schedule,length_of_study_start_to_post_intervention,pain_condition,general_pain_grouping,iasp_pain_grouping,minimum_pain_inclusion,design,imputation_method,scale,timepoint,follow_up_timepoint,mean,sd,se,median,ci_lower,ci_upper,iqr_lower,iqr_higher,n,r,r_percent,change_score,adverse_events_definition,stats_notes,study_notes,date_checked,remove_row_for_mood_analysis,intervention_category,direction_of_improvement,outcome_nma,outcome_label,model_type,model_text,outcome_all,time_no_change
296,pain_sub,arnold 2010: 1,"safety and efficacy of esreboxetine in patients with fibromyalgia: an 8 week, multicenter, randomized, double-blind, placebo-controlled study",pain,esreboxetine,antidepressant,antidepressant,esreboxetine 2-8mg,snri,2-8mg,unable to be categorised,flexible,8 weeks,fibromyalgia,fibromyalgia,primary,"≥40 on 100vas for present pain intensity, ≥4 on 10nrs for weekly mean pain",parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,24,0.18,FALSE,NA,NA,NA,NA,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
297,adverse,arnold 2010: 1,"safety and efficacy of esreboxetine in patients with fibromyalgia: an 8 week, multicenter, randomized, double-blind, placebo-controlled study",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,"≥40 on 100vas for present pain intensity, ≥4 on 10nrs for weekly mean pain",parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,76,0.5710000000000001,FALSE,NA,NA,NA,NA,NA,placebo,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
298,adverse,arnold 2010: 1,"safety and efficacy of esreboxetine in patients with fibromyalgia: an 8 week, multicenter, randomized, double-blind, placebo-controlled study",pain,esreboxetine,antidepressant,antidepressant,esreboxetine 2-8mg,snri,2-8mg,unable to be categorised,flexible,8 weeks,fibromyalgia,fibromyalgia,primary,"≥40 on 100vas for present pain intensity, ≥4 on 10nrs for weekly mean pain",parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,96,0.716,FALSE,NA,NA,NA,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
299,adverse_dropout,arnold 2010: 1,"safety and efficacy of esreboxetine in patients with fibromyalgia: an 8 week, multicenter, randomized, double-blind, placebo-controlled study",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,"≥40 on 100vas for present pain intensity, ≥4 on 10nrs for weekly mean pain",parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,3,NA,FALSE,NA,NA,NA,NA,NA,placebo,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
300,adverse_dropout,arnold 2010: 1,"safety and efficacy of esreboxetine in patients with fibromyalgia: an 8 week, multicenter, randomized, double-blind, placebo-controlled study",pain,esreboxetine,antidepressant,antidepressant,esreboxetine 2-8mg,snri,2-8mg,unable to be categorised,flexible,8 weeks,fibromyalgia,fibromyalgia,primary,"≥40 on 100vas for present pain intensity, ≥4 on 10nrs for weekly mean pain",parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,14,NA,FALSE,NA,NA,NA,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
301,serious_adverse,arnold 2010: 1,"safety and efficacy of esreboxetine in patients with fibromyalgia: an 8 week, multicenter, randomized, double-blind, placebo-controlled study",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,"≥40 on 100vas for present pain intensity, ≥4 on 10nrs for weekly mean pain",parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,11,0.083,FALSE,NA,NA,NA,NA,NA,placebo,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
302,serious_adverse,arnold 2010: 1,"safety and efficacy of esreboxetine in patients with fibromyalgia: an 8 week, multicenter, randomized, double-blind, placebo-controlled study",pain,esreboxetine,antidepressant,antidepressant,esreboxetine 2-8mg,snri,2-8mg,unable to be categorised,flexible,8 weeks,fibromyalgia,fibromyalgia,primary,"≥40 on 100vas for present pain intensity, ≥4 on 10nrs for weekly mean pain",parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,20,0.149,FALSE,NA,NA,NA,NA,NA,ad,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
303,withdrawal,arnold 2010: 1,"safety and efficacy of esreboxetine in patients with fibromyalgia: an 8 week, multicenter, randomized, double-blind, placebo-controlled study",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,8 weeks,fibromyalgia,fibromyalgia,primary,"≥40 on 100vas for present pain intensity, ≥4 on 10nrs for weekly mean pain",parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,133,27,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
304,withdrawal,arnold 2010: 1,"safety and efficacy of esreboxetine in patients with fibromyalgia: an 8 week, multicenter, randomized, double-blind, placebo-controlled study",pain,esreboxetine,antidepressant,antidepressant,esreboxetine 2-8mg,snri,2-8mg,unable to be categorised,flexible,8 weeks,fibromyalgia,fibromyalgia,primary,"≥40 on 100vas for present pain intensity, ≥4 on 10nrs for weekly mean pain",parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,27,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,withdrawal,withdrawal,lor,log odds ratio,withdrawal,post_int
305,pain_int,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,0-100 vas,baseline,NA,64.4,12.7,0.562917603115979,NA,NA,NA,NA,NA,509,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
306,pain_int,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,0-100 vas,baseline,NA,63.1,12.5,0.5502818164535149,NA,NA,NA,NA,NA,516,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,baseline
307,pain_int,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,0-100 vas,change_score,NA,-10.76,27.750064864789056,1.23,NA,NA,NA,NA,NA,509,NA,NA,TRUE,NA,NA,NA,NA,NA,placebo,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
308,pain_int,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,0-100 vas,change_score,NA,-17.7,27.940229061337345,1.23,NA,NA,NA,NA,NA,516,NA,NA,TRUE,NA,NA,NA,NA,NA,ad,lower,pain_int,pain intensity (continuous measure),smd,standardised mean diference,pain_int,post_int
309,physical,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,sf-36 physical component score,baseline,NA,32.9,7.8,0.34572892159879026,NA,NA,NA,NA,NA,509,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,higher,physical,physical functioning,smd,standardised mean diference,physical,baseline
310,physical,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,sf-36 physical component score,baseline,NA,33,7.6,0.33457134440373704,NA,NA,NA,NA,NA,516,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,physical,physical functioning,smd,standardised mean diference,physical,baseline
311,physical,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,sf-36 physical component score,change_score,NA,2.89,9.475631905049921,0.42,NA,NA,NA,NA,NA,509,NA,NA,TRUE,NA,NA,NA,NA,NA,placebo,higher,physical,physical functioning,smd,standardised mean diference,physical,post_int
312,physical,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,sf-36 physical component score,change_score,NA,4.62,9.76772235477647,0.43,NA,NA,NA,NA,NA,516,NA,NA,TRUE,NA,NA,NA,NA,NA,ad,higher,physical,physical functioning,smd,standardised mean diference,physical,post_int
313,mood,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,sf-36 mental component score,baseline,NA,46.6,11.4,0.5052961161828473,NA,NA,NA,NA,NA,509,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,lower,mood,mood,smd,standardised mean diference,mood_overall,baseline
314,mood,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,sf-36 mental component score,baseline,NA,46.7,10.7,0.47104123488420874,NA,NA,NA,NA,NA,516,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_overall,baseline
315,mood,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,sf-36 mental component score,change_score,NA,-0.5,12.182955306492756,0.54,NA,NA,NA,NA,NA,509,NA,NA,TRUE,NA,NA,NA,NA,NA,placebo,lower,mood,mood,smd,standardised mean diference,mood_overall,post_int
316,mood,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,sf-36 mental component score,change_score,NA,1.54,12.266442026928592,0.54,NA,NA,NA,NA,NA,516,NA,NA,TRUE,NA,NA,NA,NA,NA,ad,lower,mood,mood,smd,standardised mean diference,mood_overall,post_int
317,qol,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,fibromyalgia impact questionnaire total score,baseline,NA,57.9,14.1,0.6249715121208901,NA,NA,NA,NA,NA,509,NA,NA,FALSE,NA,NA,NA,NA,NA,placebo,higher,qol,quality of life,smd,standardised mean diference,qol,baseline
318,qol,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,fibromyalgia impact questionnaire total score,baseline,NA,56.7,2.7,0.11886087235395923,NA,NA,NA,NA,NA,516,NA,NA,FALSE,NA,NA,NA,NA,NA,ad,higher,qol,quality of life,smd,standardised mean diference,qol,baseline
319,qol,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,fibromyalgia impact questionnaire total score,change_score,NA,-7.12,1.08,0.04787015837521712,NA,NA,NA,NA,NA,509,NA,NA,TRUE,NA,NA,NA,NA,NA,placebo,higher,qol,quality of life,smd,standardised mean diference,qol,post_int
320,qol,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,fibromyalgia impact questionnaire total score,change_score,NA,-12.34,1.09,0.0479845743947465,NA,NA,NA,NA,NA,516,NA,NA,TRUE,NA,NA,NA,NA,NA,ad,higher,qol,quality of life,smd,standardised mean diference,qol,post_int
329,pain_mod,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,156,0.306,FALSE,NA,NA,NA,NA,NA,placebo,higher,pain_mod,moderate pain (30% reduction),lor,log odds ratio,pain_mod,post_int
330,pain_mod,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,230,0.446,FALSE,NA,NA,NA,NA,NA,ad,higher,pain_mod,moderate pain (30% reduction),lor,log odds ratio,pain_mod,post_int
331,pain_sub,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,92,0.18100000000000002,FALSE,NA,NA,NA,NA,NA,placebo,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
332,pain_sub,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,itt with locf,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,143,0.27699999999999997,FALSE,NA,NA,NA,NA,NA,ad,higher,pain_sub,substantial pain (50% reduction),lor,log odds ratio,pain_sub,post_int
333,adverse,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,382,0.75,FALSE,NA,NA,NA,NA,NA,placebo,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
334,adverse,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,434,0.841,FALSE,NA,NA,NA,NA,NA,ad,lower,adverse,adverse events,lor,log odds ratio,adverse,post_int
335,adverse_dropout,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,71,0.139,FALSE,NA,NA,NA,NA,NA,placebo,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
336,adverse_dropout,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,92,0.17800000000000002,FALSE,NA,NA,NA,NA,NA,ad,NA,adverse_dropout,adverse outcomes excluded from nma,NA,NA,adverse_dropout,post_int
337,serious_adverse,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,placebo,placebo,placebo,placebo,n/a,n/a,n/a,n/a,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,509,6,0.012,FALSE,NA,NA,NA,NA,NA,placebo,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
338,serious_adverse,arnold 2010: 2,"efficacy and safety of milnacipran 100mg/day in patients with fibromyalgia: resuilts of a randomized, double-blind, placebo-controlled trial",pain,milnacipran,antidepressant,antidepressant,milnacipran 100mg,snri,100mg,standard,fixed,12 weeks,fibromyalgia,fibromyalgia,primary,≥40 on 100vas,parallel,randomized population,count,post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,516,8,0.016,FALSE,NA,NA,NA,NA,NA,ad,NA,serious_adverse,adverse outcomes excluded from nma,NA,NA,serious_adverse,post_int
