Outcome,Study ID,Title,Main aim of study,Intervention,Intervention type,Intervention grouping,Arm,AD class,"AD dose numerical (fixed amount, range or mean dose)",AD dose categorised,Dose schedule,Length of study (start to post-intervention),Pain condition,General pain grouping,IASP pain grouping,Minimum pain inclusion?,Design,Imputation method,Scale,Timepoint,Follow up timepoint,mean,sd,se,median,ci lower,ci upper,iqr lower,iqr higher,n,r,r%,Change score,Adverse events definition,Stats notes,Study notes,Date checked,Remove row for mood analysis,Funded by pharma?,Sequence generation,Allocation concealment,Blinding of participants and personnel,Blinding of outcome assessors,Incomplete outcome data,Selective outcome reporting,Other sources of bias
pain_int,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,0-10 Numerical Rating Scale,Post_int,NA,-2.39,NA,0.22,NA,NA,NA,NA,NA,116,NA,NA,TRUE,NA,NA,NA,2021-09-27,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
pain_int,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,0-10 Numerical Rating Scale,Post_int,NA,-2.4,NA,0.22,NA,NA,NA,NA,NA,114,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
qol,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Fibromyalgia Impact Questionnaire total score,Baseline,NA,53.2,12.4,NA,NA,NA,NA,NA,NA,117,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
qol,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Fibromyalgia Impact Questionnaire total score,Baseline,NA,51.4,12.2,NA,NA,NA,NA,NA,NA,116,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
qol,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Fibromyalgia Impact Questionnaire total score,Baseline,NA,52.5,12.7,NA,NA,NA,NA,NA,NA,115,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
qol,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Fibromyalgia Impact Questionnaire total score,Post_int,NA,-8.35,NA,1.53,NA,NA,NA,NA,NA,115,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
qol,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Fibromyalgia Impact Questionnaire total score,Post_int,NA,-16.72,NA,1.53,NA,NA,NA,NA,NA,114,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
qol,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Fibromyalgia Impact Questionnaire total score,Post_int,NA,-16.81,NA,1.54,NA,NA,NA,NA,NA,112,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
physical,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,SF-36 Physical Component Score,Baseline,NA,28.8,7.5,NA,NA,NA,NA,NA,NA,110,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
physical,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,SF-36 Physical Component Score,Baseline,NA,28.8,7.6,NA,NA,NA,NA,NA,NA,111,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
physical,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,SF-36 Physical Component Score,Baseline,NA,28.7,7.9,NA,NA,NA,NA,NA,NA,107,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
physical,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,SF-36 Physical Component Score,Post_int,NA,3,NA,0.8,NA,NA,NA,NA,NA,110,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
physical,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,SF-36 Physical Component Score,Post_int,NA,4.6,NA,0.8,NA,NA,NA,NA,NA,111,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
physical,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,SF-36 Physical Component Score,Post_int,NA,4.9,NA,0.8,NA,NA,NA,NA,NA,107,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
mood_overall,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,SF-36 Mental Component Score,Baseline,NA,42.7,10.9,NA,NA,NA,NA,NA,NA,110,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
mood_overall,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,SF-36 Mental Component Score,Baseline,NA,42.2,11.2,NA,NA,NA,NA,NA,NA,111,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
mood_overall,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,SF-36 Mental Component Score,Baseline,NA,43.4,11.9,NA,NA,NA,NA,NA,NA,107,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
mood_overall,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,SF-36 Mental Component Score,Post_int,NA,2.6,NA,1,NA,NA,NA,NA,NA,110,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
mood_overall,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,SF-36 Mental Component Score,Post_int,NA,7.3,NA,1,NA,NA,NA,NA,NA,111,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
mood_overall,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,SF-36 Mental Component Score,Post_int,NA,6.7,NA,1,NA,NA,NA,NA,NA,107,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
pain_mod,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,33,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
pain_mod,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,55,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
pain_mod,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,54,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
pain_sub,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,23,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
pain_sub,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,41,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
pain_sub,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,41,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
pgic_cont,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,PGIC,Post_int,NA,3.71,1.5,NA,NA,NA,NA,NA,NA,111,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
pgic_cont,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,PGIC,Post_int,NA,3.11,1.77,NA,NA,NA,NA,NA,NA,114,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
pgic_cont,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,PGIC,Post_int,NA,3.06,1.73,NA,NA,NA,NA,NA,NA,111,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
adverse,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,79.2,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
adverse,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109,92.4,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
adverse,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,90.5,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
adverse_dropout,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,14,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
adverse_dropout,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,25,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
adverse_dropout,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,27,NA,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
serious_adverse,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
serious_adverse,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
serious_adverse,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.8,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
withdrawal,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,43,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
withdrawal,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 60mg,SNRI,60mg,Standard,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,35,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
withdrawal,Arnold 2005,"A randomized, double-blind, placebo-controlled trial of duloxetine in the treatment of women with fibromyalgia with or without major depressive disorder",Pain,Duloxetine,Antidepressant,Antidepressant,Duloxetine 120mg,SNRI,120mg,High,Fixed,12 weeks,Fibromyalgia,Fibromyalgia,Primary,≥4 on 10NRS,Parallel,Not reported,Count,Post_int,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,39,FALSE,NA,NA,NA,NA,NA,Yes,Unclear,Unclear,Unclear,Unclear,High,Unclear,Low
pain_int,Arnold 2010: 1,"Safety and efficacy of esreboxetine in patients with fibromyalgia: an 8 week, multicenter, randomized, double-blind, placebo-controlled study",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,8 weeks,Fibromyalgia,Fibromyalgia,Primary,"≥40 on 100VAS for present pain intensity, ≥4 on 10NRS for weekly mean pain",Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Baseline,NA,6.82,NA,0.12,NA,NA,NA,NA,NA,133,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Unclear,Low
pain_int,Arnold 2010: 1,"Safety and efficacy of esreboxetine in patients with fibromyalgia: an 8 week, multicenter, randomized, double-blind, placebo-controlled study",Pain,Esreboxetine,Antidepressant,Antidepressant,Esreboxetine 2-8mg,SNRI,2-8mg,Unable to be categorised,Flexible,8 weeks,Fibromyalgia,Fibromyalgia,Primary,"≥40 on 100VAS for present pain intensity, ≥4 on 10NRS for weekly mean pain",Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Baseline,NA,6.85,NA,0.12,NA,NA,NA,NA,NA,133,NA,NA,FALSE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Unclear,Low
pain_int,Arnold 2010: 1,"Safety and efficacy of esreboxetine in patients with fibromyalgia: an 8 week, multicenter, randomized, double-blind, placebo-controlled study",Pain,Placebo,Placebo,Placebo,Placebo,N/A,N/A,N/A,N/A,8 weeks,Fibromyalgia,Fibromyalgia,Primary,"≥40 on 100VAS for present pain intensity, ≥4 on 10NRS for weekly mean pain",Parallel,ITT with LOCF,0-10 Numerical Rating Scale,Post_int,NA,-0.99,NA,0.16,NA,NA,NA,NA,NA,133,NA,NA,TRUE,NA,NA,NA,NA,NA,Yes,Low,Low,Low,Low,Low,Unclear,Low
